0.822212 0.000000
0.822809 0.000000
0.823107 0.000000
0.823703 0.000000
0.824299 0.000000
0.824597 0.000000
0.825193 0.000000
0.827578 0.000000
0.839500 0.000000
0.839798 0.000000
0.840096 0.000000
0.840394 0.000000
0.840692 0.000000
0.840990 0.000000
0.841288 0.000000
0.841586 0.000000
0.841884 0.000000
0.842182 0.000000
0.842480 0.000000
0.842779 0.000000
0.843077 0.000000
0.843375 0.000000
0.843673 0.000000
0.843971 0.000000
0.844269 0.000000
0.844567 0.000000
0.844865 0.000000
0.845163 0.000000
0.845461 0.000000
0.845759 0.000000
0.846057 0.000000
0.846355 0.000000
0.846653 0.000000
0.846951 0.000000
0.847249 0.000000
0.847548 0.000000
0.847846 0.000000
0.848144 0.000000
0.848442 0.000000
0.848740 0.000000
0.849038 0.000000
0.849336 0.000000
0.849634 0.000000
0.849932 0.000000
0.850230 0.000000
0.850528 0.000000
0.850826 0.000000
0.851124 0.000000
0.851422 0.000000
0.851720 0.000000
0.852018 0.000000
0.852316 0.000000
0.852615 0.000000
0.852913 0.000000
0.853211 0.000000
0.853509 0.000000
0.853807 0.000000
0.854105 0.000000
0.854403 0.000000
0.854701 0.000000
0.854999 0.000000
0.855297 0.000000
0.855595 0.000000
0.855893 0.000000
0.856191 0.000000
0.856489 0.000000
0.856787 0.000000
0.857085 0.000000
0.857383 0.000000
0.857682 0.000000
0.857980 0.000000
0.858278 0.000000
0.858576 0.000000
0.858874 0.000000
0.859172 0.000000
0.859470 0.000000
0.859768 0.000000
0.860066 0.000000
0.860364 0.000000
0.860662 0.000000
0.860960 0.000000
0.861258 0.000000
0.861556 0.000000
0.861854 0.000000
0.862152 0.000000
0.862450 0.000000
0.862749 0.000000
0.863047 0.000000
0.863345 0.000000
0.863643 0.000000
0.863941 0.000000
0.864239 0.000000
0.864537 0.000000
0.864835 0.000000
0.865133 0.000000
0.865431 0.000000
0.865729 0.000000
0.866027 0.000000
0.866325 0.000000
0.866623 0.000000
0.866921 0.000000
0.867219 0.000000
0.867518 0.000000
0.867816 0.000000
0.868114 0.000000
0.868412 0.000000
0.868710 0.000000
0.869008 0.000000
0.869306 0.000000
0.869604 0.000000
0.869902 0.000000
0.870200 0.000000
0.870498 0.000000
0.870796 0.000000
0.871094 0.000000
0.871392 0.000000
0.871690 0.000000
0.871988 0.000000
0.872286 0.000000
0.872585 0.000000
0.872883 0.000000
0.873181 0.000000
0.873479 0.000000
0.873777 0.000000
0.874075 0.000000
0.874373 0.000000
0.874671 0.000000
0.874969 0.000000
0.875267 0.000000
0.875565 0.000000
0.875863 0.000000
0.876161 0.000000
0.876459 0.000000
